"Species name";"Taxonomic group";"Environment";"Pathway: main category
(according to CBD scheme)";"Pathway: subcategory 
(according to CBD scheme)";"Pathway: intentionality ";"Source of the record:
D = DAISIE
G = GISD/IASPMR";"Record concerns overlapping species (i.e. species with records in both databases: DAISIE and GISD/IASPMR)";"Record concerns species that is listed among 'Europe's Worst IAS' according to EEA (2007) Halting the loss of biodiversity by 2010: proposal for a first set of indicators to monitor progress in Europe. EEA Technical Report No. 11/2007. European Environment Agency, Copenhagen, DK.";"Record concerns species that is listed among the '100 of the Worst IAS' in DAISIE
(www.europe-aliens.org)";"Record concerns species that is listed among the '100 of the Worst IAS' in GISD
(www.iucngisd.org)"
"Cenchrus setaceus";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Vehicles";"unintentional";"G";;;;
"Centaurea adamii";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Centaurea alba";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea algeriensis";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Centaurea arenaria";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Centaurea aspera";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Transportation of habitat material";"unintentional";"D";;;;
"Centaurea biebersteinii";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";"x";;;
"Centaurea biebersteinii";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"G";"x";;;
"Centaurea biebersteinii";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Ship/boat ballast water";"unintentional";"G";"x";;;
"Centaurea calcitrapa";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea calcitrapa";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Centaurea cheiranthifolia var. cheiranthifolia";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"D";;;;
"Centaurea cheiranthifolia var. cheiranthifolia";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Centaurea cheiranthifolia var. cheiranthifolia";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Centaurea cyanus";"Plants";"terrestrial";"Escape from confinement";"Forestry";"intentional";"D";;;;
"Centaurea cyanus";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Centaurea cyanus";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea cyanus";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Centaurea dealbata";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea dealbata";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Centaurea depressa";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea depressa";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Centaurea dichroantha";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea diffusa";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";"x";;;
"Centaurea diffusa";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Transportation of habitat material";"unintentional";"D";"x";;;
"Centaurea diffusa";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";"x";;;
"Centaurea diffusa";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";"x";;;
"Centaurea diffusa";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Contaminant nursery material";"unintentional";"G";"x";;;
"Centaurea diffusa";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"G";"x";;;
"Centaurea diluta";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea elegans";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Centaurea glaberrima";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea hyalolepis";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea iberica";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Centaurea jacea";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Centaurea macrocephala";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"G";;;;
"Centaurea macroptilon";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea macroptilon";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Centaurea melitensis";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";"x";;;
"Centaurea melitensis";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";"x";;;
"Centaurea melitensis";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"G";"x";;;
"Centaurea melitensis";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Machinery/equipment";"unintentional";"G";"x";;;
"Centaurea melitensis";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Vehicles";"unintentional";"G";"x";;;
"Centaurea melitensis";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Transportation of habitat material";"unintentional";"G";"x";;;
"Centaurea melitensis";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"G";"x";;;
"Centaurea montana";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Centaurea nigra";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea nigrescens";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea orientalis";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Centaurea paniculata";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea pectinata";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea phrygia";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea rupestris";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea ruthenica";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea scabiosa";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Centaurea solstitialis";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";"x";;;
"Centaurea solstitialis";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";"x";;;
"Centaurea solstitialis";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";"x";;;
"Centaurea solstitialis";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";"x";;;
"Centaurea solstitialis";"Plants";"terrestrial";"Escape from confinement";"Agriculture";"intentional";"G";"x";;;
"Centaurea solstitialis";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"G";"x";;;
"Centaurea solstitialis";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Vehicles";"unintentional";"G";"x";;;
"Centaurea sonchifolia";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Centaurea stoebe";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Transportation of habitat material";"unintentional";"D";;;;
"Centaurea stoebe";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Centaurea triumfetti";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Centipeda minima";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Centranthus macrosiphon";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
